customer_id,ad_type,ad_medium,ad_response,items_purchased,drinks_purchased
6708,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,False,"['crunchwrap supreme', 'soft taco', 'soft taco', 'soft taco']","['baja blast', 'baja blast', 'diet pepsi', 'mountain dew']"
7899,REWARD - Free Baja Blast with purchase of $20 or more,15 sec TikTok ad,False,"['soft taco', 'crunchwrap supreme', 'cheesy bean and rice burrito', 'mexican pizza']","['gatorade', 'pepsi', 'brisk', 'brisk']"
5502,REWARD - Free Baja Blast with purchase of $20 or more,Newspaper ad,False,"['mexican pizza', 'chalupa supreme', 'steak garlic nacho fries', 'chicken quesadilla', 'soft taco', 'chalupa supreme', 'cinnamon twists', 'cinnamon twists', 'spicy potato soft taco']","['starry', 'starry', 'mountain dew', 'gatorade', 'starry', 'baja blast', 'gatorade', 'pepsi', 'starry']"
8146,DISCOUNT-5%,15 sec TikTok ad,False,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cinnamon twists', 'mexican pizza']","['starry', 'baja blast', 'baja blast', 'diet pepsi']"
9917,BOGO - Baja Blast,15 sec TikTok ad,False,['mexican pizza'],['brisk']
6485,DISCOUNT-50%,Static Facebook ad,True,"['cravings box', 'chicken quesadilla', 'spicy potato soft taco']","['diet pepsi', 'baja blast', 'brisk']"
925,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Static Facebook ad,False,"['crunchy taco', 'chalupa supreme', 'cheesy bean and rice burrito']","['diet pepsi', 'mountain dew', 'diet pepsi']"
334,DISCOUNT-5%,30 sec Hulu commercial,False,"['chicken quesadilla', 'nachos bellgrande', 'cheesy bean and rice burrito']","['iced tea', 'iced tea', 'diet pepsi']"
3655,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'chicken quesadilla', 'mexican pizza', 'crunchy taco', 'mexican pizza', 'cinnamon twists', 'steak garlic nacho fries', 'cheesy bean and rice burrito', 'chalupa supreme']","['starry', 'baja blast', 'gatorade', 'diet pepsi']"
4965,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,False,"['mexican pizza', 'nachos bellgrande', 'nachos bellgrande', 'spicy potato soft taco']","['baja blast', 'iced tea', 'mountain dew', 'mountain dew']"
4321,REWARD - Free Baja Blast with purchase of $20 or more,Static Facebook ad,False,"['nachos bellgrande', 'nachos bellgrande']","['iced tea', 'brisk']"
5316,BOGO - Garlic Steak Nacho Fries,30 sec Hulu commercial,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'steak garlic nacho fries']","['baja blast', 'brisk', 'starry']"
6092,BOGO - Garlic Steak Nacho Fries,15 sec TikTok ad,False,['steak garlic nacho fries'],['brisk']
3744,DISCOUNT-5%,15 sec TikTok ad,False,['cheesy bean and rice burrito'],['pepsi']
3701,DISCOUNT-10%,30 sec Hulu commercial,True,"['chicken quesadilla', 'cheesy bean and rice burrito']","['iced tea', 'starry']"
7479,DISCOUNT-50%,Static Facebook ad,True,"['soft taco', 'cheesy gordita crunch']","['baja blast', 'gatorade']"
8061,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries']","['brisk', 'baja blast']"
6690,BOGO - Garlic Steak Nacho Fries,Newspaper ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'chicken quesadilla', 'cravings box', 'cheesy bean and rice burrito', 'crunchy taco', 'steak garlic nacho fries']","['brisk', 'mountain dew', 'gatorade', 'brisk', 'starry', 'iced tea', 'iced tea']"
884,BOGO - Garlic Steak Nacho Fries,30 sec Hulu commercial,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'chicken quesadilla', 'chalupa supreme']","['iced tea', 'mountain dew', 'baja blast', 'diet pepsi']"
8201,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Static Facebook ad,False,"['crunchwrap supreme', 'steak garlic nacho fries']","['baja blast', 'baja blast']"
3141,DISCOUNT-5%,Instagram photo ad,False,"['crunchwrap supreme', 'spicy potato soft taco', 'cravings box']","['brisk', 'mountain dew', 'pepsi']"
478,DISCOUNT-10%,30 sec Hulu commercial,False,"['mexican pizza', 'chicken quesadilla', 'mexican pizza', 'cheesy gordita crunch']","['baja blast', 'iced tea', 'gatorade', 'brisk']"
7794,BOGO - Baja Blast,Instagram photo ad,True,"['steak garlic nacho fries', 'beefy 5 layer burrito']","['baja blast', 'baja blast']"
4240,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,False,"['chicken quesadilla', 'spicy potato soft taco', 'spicy potato soft taco', 'cravings box', 'spicy potato soft taco', 'chalupa supreme', 'beefy 5 layer burrito']","['brisk', 'gatorade', 'gatorade', 'iced tea', 'gatorade', 'iced tea', 'mug root beer']"
3041,BOGO - Baja Blast,15 sec YouTube ad,True,"['chicken quesadilla', 'cravings box']","['baja blast', 'baja blast']"
7724,DISCOUNT-50%,Static Facebook ad,True,"['chalupa supreme', 'cravings box', 'crunchy taco', 'beefy 5 layer burrito']","['pepsi', 'mug root beer', 'diet pepsi', 'iced tea']"
7613,BOGO - Garlic Steak Nacho Fries,30 sec cable TV ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cinnamon twists', 'crunchwrap supreme']","['baja blast', 'pepsi', 'brisk', 'diet pepsi']"
8116,BOGO - Baja Blast,15 sec YouTube ad,True,"['nachos bellgrande', 'crunchwrap supreme', 'cheesy bean and rice burrito', 'nachos bellgrande']","['baja blast', 'baja blast', 'diet pepsi', 'starry']"
4609,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Static Facebook ad,False,['beefy 5 layer burrito'],['brisk']
181,DISCOUNT-5%,Instagram photo ad,False,['mexican pizza'],['starry']
9121,DISCOUNT-5%,15 sec YouTube ad,False,['chalupa supreme'],['gatorade']
835,BOGO - Baja Blast,Instagram photo ad,True,"['cravings box', 'beefy 5 layer burrito']","['baja blast', 'baja blast']"
476,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'crunchy taco', 'chalupa supreme', 'cheesy gordita crunch', 'spicy potato soft taco', 'crunchwrap supreme', 'steak garlic nacho fries', 'nachos bellgrande', 'steak garlic nacho fries']","['baja blast', 'iced tea']"
7920,DISCOUNT-5%,15 sec YouTube ad,True,"['beefy 5 layer burrito', 'beefy 5 layer burrito', 'cinnamon twists']","['diet pepsi', 'starry', 'brisk']"
3156,DISCOUNT-20%,30 sec Hulu commercial,False,"['cheesy gordita crunch', 'cheesy bean and rice burrito']","['baja blast', 'mountain dew']"
582,DISCOUNT-5%,15 sec YouTube ad,True,"['steak garlic nacho fries', 'beefy 5 layer burrito']","['mug root beer', 'baja blast']"
6541,DISCOUNT-20%,Newspaper ad,True,"['crunchwrap supreme', 'nachos bellgrande', 'crunchy taco', 'mexican pizza', 'soft taco', 'crunchwrap supreme', 'spicy potato soft taco']","['baja blast', 'baja blast', 'mountain dew', 'brisk', 'baja blast', 'gatorade', 'iced tea']"
5438,DISCOUNT-50%,15 sec YouTube ad,True,"['mexican pizza', 'chicken quesadilla', 'beefy 5 layer burrito', 'chicken quesadilla']","['diet pepsi', 'mountain dew', 'baja blast', 'starry']"
7661,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,False,"['cheesy bean and rice burrito', 'crunchwrap supreme', 'nachos bellgrande', 'crunchwrap supreme']","['mug root beer', 'starry', 'pepsi', 'pepsi']"
2913,DISCOUNT-20%,Instagram photo ad,False,"['spicy potato soft taco', 'steak garlic nacho fries', 'nachos bellgrande', 'cinnamon twists']","['brisk', 'starry', 'starry', 'mountain dew']"
8484,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,True,"['beefy 5 layer burrito', 'steak garlic nacho fries', 'nachos bellgrande', 'nachos bellgrande', 'crunchy taco', 'chicken quesadilla', 'soft taco', 'steak garlic nacho fries']","['baja blast', 'baja blast', 'brisk', 'starry']"
6682,DISCOUNT-10%,15 sec YouTube ad,False,"['cinnamon twists', 'nachos bellgrande', 'beefy 5 layer burrito']","['pepsi', 'mountain dew', 'mountain dew']"
3709,DISCOUNT-20%,15 sec YouTube ad,True,"['mexican pizza', 'cinnamon twists', 'crunchy taco']","['diet pepsi', 'diet pepsi', 'diet pepsi']"
5258,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'mexican pizza', 'mexican pizza', 'steak garlic nacho fries', 'nachos bellgrande', 'cravings box', 'mexican pizza', 'soft taco', 'spicy potato soft taco']","['baja blast', 'brisk']"
1736,DISCOUNT-5%,Static Facebook ad,True,"['chalupa supreme', 'steak garlic nacho fries']","['diet pepsi', 'iced tea']"
1931,BOGO - Garlic Steak Nacho Fries,Static Facebook ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'chalupa supreme', 'cinnamon twists']","['mug root beer', 'mug root beer', 'gatorade', 'pepsi']"
3933,DISCOUNT-5%,15 sec YouTube ad,True,"['beefy 5 layer burrito', 'beefy 5 layer burrito', 'beefy 5 layer burrito', 'chicken quesadilla']","['gatorade', 'diet pepsi', 'pepsi', 'diet pepsi']"
8353,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cinnamon twists', 'chalupa supreme', 'crunchwrap supreme']","['pepsi', 'baja blast', 'baja blast', 'baja blast', 'starry']"
6972,DISCOUNT-50%,Instagram photo ad,True,"['chalupa supreme', 'nachos bellgrande', 'soft taco', 'cheesy bean and rice burrito']","['mug root beer', 'mug root beer', 'brisk', 'iced tea']"
6267,DISCOUNT-50%,15 sec YouTube ad,True,['crunchwrap supreme'],['baja blast']
7803,BOGO - Baja Blast,Instagram photo ad,True,"['chalupa supreme', 'spicy potato soft taco', 'chicken quesadilla']","['baja blast', 'baja blast', 'brisk']"
5531,DISCOUNT-10%,15 sec YouTube ad,True,"['crunchwrap supreme', 'cravings box']","['brisk', 'mountain dew']"
8299,BOGO - Baja Blast,15 sec TikTok ad,True,"['soft taco', 'steak garlic nacho fries']","['baja blast', 'baja blast']"
9449,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,False,"['soft taco', 'cheesy bean and rice burrito', 'cheesy bean and rice burrito', 'crunchy taco']","['iced tea', 'starry', 'brisk', 'mountain dew']"
7206,DISCOUNT-50%,Static Facebook ad,True,"['mexican pizza', 'chicken quesadilla', 'chicken quesadilla']","['gatorade', 'baja blast', 'baja blast']"
7043,BOGO - Baja Blast,15 sec YouTube ad,False,['crunchwrap supreme'],['gatorade']
9279,DISCOUNT-5%,Instagram photo ad,False,"['spicy potato soft taco', 'soft taco']","['starry', 'mountain dew']"
2261,DISCOUNT-20%,Instagram photo ad,True,"['chicken quesadilla', 'cinnamon twists', 'cheesy gordita crunch']","['diet pepsi', 'starry', 'gatorade']"
5404,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'spicy potato soft taco', 'chicken quesadilla', 'cheesy gordita crunch', 'chalupa supreme', 'mexican pizza', 'cinnamon twists', 'nachos bellgrande', 'spicy potato soft taco']",['brisk']
664,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,False,"['chicken quesadilla', 'spicy potato soft taco', 'chalupa supreme', 'spicy potato soft taco']","['brisk', 'baja blast', 'starry', 'iced tea']"
6378,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,False,"['mexican pizza', 'soft taco', 'crunchwrap supreme']","['baja blast', 'mug root beer', 'pepsi']"
3391,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,True,"['steak garlic nacho fries', 'cravings box', 'cheesy gordita crunch', 'chicken quesadilla', 'cheesy bean and rice burrito', 'nachos bellgrande', 'cheesy gordita crunch', 'chalupa supreme', 'mexican pizza']","['mug root beer', 'diet pepsi']"
9025,BOGO - Baja Blast,Static Facebook ad,False,['mexican pizza'],['starry']
1267,DISCOUNT-10%,15 sec YouTube ad,True,"['cinnamon twists', 'soft taco', 'crunchwrap supreme']","['pepsi', 'brisk', 'iced tea']"
7964,DISCOUNT-5%,Static Facebook ad,False,"['cheesy gordita crunch', 'cinnamon twists', 'soft taco', 'spicy potato soft taco', 'crunchy taco']","['diet pepsi', 'baja blast', 'brisk', 'iced tea', 'iced tea']"
2583,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,False,['cravings box'],['diet pepsi']
1524,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'cheesy bean and rice burrito', 'nachos bellgrande', 'soft taco', 'cravings box', 'cheesy gordita crunch', 'cheesy gordita crunch', 'soft taco', 'cheesy gordita crunch']","['baja blast', 'diet pepsi', 'mountain dew', 'iced tea', 'baja blast']"
8943,DISCOUNT-10%,15 sec YouTube ad,False,"['crunchwrap supreme', 'cheesy gordita crunch', 'steak garlic nacho fries']","['iced tea', 'pepsi', 'brisk']"
3592,DISCOUNT-10%,Static Facebook ad,True,"['steak garlic nacho fries', 'cinnamon twists', 'crunchwrap supreme', 'cravings box']","['diet pepsi', 'brisk', 'diet pepsi', 'baja blast']"
3651,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,False,"['steak garlic nacho fries', 'crunchwrap supreme', 'cheesy bean and rice burrito', 'chicken quesadilla', 'cheesy gordita crunch', 'soft taco']","['baja blast', 'mountain dew', 'gatorade', 'baja blast', 'mountain dew', 'starry']"
523,DISCOUNT-50%,15 sec TikTok ad,True,"['cheesy bean and rice burrito', 'steak garlic nacho fries']","['diet pepsi', 'gatorade']"
7141,BOGO - Baja Blast,Instagram photo ad,True,"['chicken quesadilla', 'soft taco', 'cinnamon twists', 'crunchy taco']","['baja blast', 'baja blast', 'starry', 'gatorade']"
7565,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,False,"['crunchy taco', 'mexican pizza', 'crunchy taco', 'chalupa supreme']","['iced tea', 'mountain dew', 'brisk', 'brisk']"
9978,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,30 sec Hulu commercial,False,"['cravings box', 'cravings box', 'spicy potato soft taco']","['baja blast', 'baja blast', 'mug root beer']"
4865,BOGO - Garlic Steak Nacho Fries,15 sec TikTok ad,False,"['crunchwrap supreme', 'chalupa supreme', 'crunchwrap supreme']","['brisk', 'iced tea', 'brisk']"
5182,DISCOUNT-5%,15 sec YouTube ad,True,"['beefy 5 layer burrito', 'soft taco', 'crunchwrap supreme', 'soft taco']","['baja blast', 'mug root beer', 'gatorade', 'baja blast']"
6214,DISCOUNT-10%,Instagram photo ad,True,"['beefy 5 layer burrito', 'chalupa supreme', 'crunchwrap supreme']","['iced tea', 'mountain dew', 'baja blast']"
684,DISCOUNT-5%,Static Facebook ad,False,"['beefy 5 layer burrito', 'cinnamon twists']","['iced tea', 'iced tea']"
9901,DISCOUNT-10%,15 sec YouTube ad,True,['cheesy gordita crunch'],['baja blast']
7219,DISCOUNT-5%,Static Facebook ad,False,"['chicken quesadilla', 'chalupa supreme']","['iced tea', 'mug root beer']"
7364,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,False,['cinnamon twists'],['pepsi']
4437,DISCOUNT-20%,15 sec YouTube ad,True,['cinnamon twists'],['diet pepsi']
4591,BOGO - Baja Blast,30 sec Hulu commercial,True,"['soft taco', 'crunchy taco', 'spicy potato soft taco']","['baja blast', 'baja blast', 'mug root beer']"
8478,DISCOUNT-20%,Instagram photo ad,False,"['mexican pizza', 'cheesy bean and rice burrito', 'chicken quesadilla']","['mountain dew', 'baja blast', 'starry']"
4053,DISCOUNT-5%,Instagram photo ad,False,"['cheesy bean and rice burrito', 'cravings box', 'crunchy taco', 'nachos bellgrande']","['starry', 'diet pepsi', 'pepsi', 'iced tea']"
3990,DISCOUNT-20%,Instagram photo ad,True,"['beefy 5 layer burrito', 'beefy 5 layer burrito']","['mug root beer', 'starry']"
5310,DISCOUNT-10%,Static Facebook ad,False,['steak garlic nacho fries'],['brisk']
1609,DISCOUNT-20%,Instagram photo ad,True,"['beefy 5 layer burrito', 'cravings box']","['brisk', 'diet pepsi']"
5173,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'cheesy gordita crunch', 'nachos bellgrande', 'chalupa supreme']","['mug root beer', 'gatorade', 'gatorade', 'mug root beer', 'starry']"
58,BOGO - Baja Blast,15 sec YouTube ad,False,"['beefy 5 layer burrito', 'chalupa supreme']","['mug root beer', 'diet pepsi']"
8041,DISCOUNT-5%,15 sec TikTok ad,False,['crunchy taco'],['baja blast']
2126,DISCOUNT-20%,Instagram photo ad,False,['chalupa supreme'],['diet pepsi']
1752,DISCOUNT-20%,Static Facebook ad,True,"['chicken quesadilla', 'chalupa supreme', 'cheesy gordita crunch', 'beefy 5 layer burrito']","['mug root beer', 'brisk', 'gatorade', 'mountain dew']"
2365,BOGO - Baja Blast,15 sec TikTok ad,False,"['mexican pizza', 'cinnamon twists']","['baja blast', 'mug root beer']"
3681,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Static Facebook ad,False,"['crunchwrap supreme', 'mexican pizza']","['brisk', 'gatorade']"
2127,REWARD - Free Baja Blast with purchase of $20 or more,30 sec cable TV ad,False,"['cheesy bean and rice burrito', 'crunchy taco', 'spicy potato soft taco', 'soft taco']","['brisk', 'brisk', 'baja blast', 'iced tea']"
341,DISCOUNT-10%,15 sec YouTube ad,True,"['steak garlic nacho fries', 'chicken quesadilla']","['gatorade', 'gatorade']"
7469,DISCOUNT-20%,15 sec YouTube ad,True,"['cheesy gordita crunch', 'cheesy bean and rice burrito', 'chalupa supreme', 'cinnamon twists']","['iced tea', 'iced tea', 'brisk', 'pepsi']"
6695,BOGO - Baja Blast,30 sec cable TV ad,True,"['steak garlic nacho fries', 'spicy potato soft taco']","['baja blast', 'baja blast']"
7417,DISCOUNT-10%,15 sec YouTube ad,True,['steak garlic nacho fries'],['starry']
1885,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries']",['mug root beer']
8492,DISCOUNT-10%,Instagram photo ad,False,"['soft taco', 'beefy 5 layer burrito']","['brisk', 'starry']"
934,DISCOUNT-10%,Instagram photo ad,False,"['nachos bellgrande', 'spicy potato soft taco', 'cinnamon twists', 'cheesy gordita crunch']","['starry', 'mountain dew', 'diet pepsi', 'mug root beer']"
2016,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,False,['cheesy gordita crunch'],['mountain dew']
9593,DISCOUNT-20%,30 sec Hulu commercial,True,"['cinnamon twists', 'nachos bellgrande']","['starry', 'pepsi']"
2217,DISCOUNT-50%,15 sec YouTube ad,True,"['crunchy taco', 'crunchwrap supreme', 'crunchy taco', 'cheesy bean and rice burrito', 'cinnamon twists', 'cravings box', 'cinnamon twists', 'chalupa supreme']","['iced tea', 'baja blast', 'brisk', 'pepsi', 'iced tea', 'baja blast', 'mug root beer', 'diet pepsi']"
9405,DISCOUNT-50%,Instagram photo ad,True,"['cheesy bean and rice burrito', 'crunchwrap supreme', 'steak garlic nacho fries', 'cheesy bean and rice burrito']","['pepsi', 'mug root beer', 'pepsi', 'mug root beer']"
3368,REWARD - Free Baja Blast with purchase of $20 or more,Static Facebook ad,False,"['cravings box', 'chalupa supreme', 'crunchwrap supreme']","['gatorade', 'mug root beer', 'diet pepsi']"
5906,BOGO - Baja Blast,15 sec YouTube ad,True,"['cravings box', 'steak garlic nacho fries', 'chalupa supreme', 'crunchwrap supreme', 'beefy 5 layer burrito', 'steak garlic nacho fries']","['baja blast', 'baja blast', 'mug root beer', 'mug root beer', 'pepsi', 'baja blast']"
6742,DISCOUNT-50%,30 sec Hulu commercial,True,"['chalupa supreme', 'cheesy gordita crunch', 'soft taco']","['baja blast', 'iced tea', 'brisk']"
6930,DISCOUNT-50%,Instagram photo ad,True,['chalupa supreme'],['iced tea']
7074,DISCOUNT-5%,15 sec YouTube ad,True,"['cravings box', 'cheesy bean and rice burrito', 'spicy potato soft taco']","['iced tea', 'gatorade', 'gatorade']"
151,DISCOUNT-5%,15 sec YouTube ad,False,"['mexican pizza', 'cheesy gordita crunch']","['brisk', 'mug root beer']"
5647,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'crunchy taco', 'chicken quesadilla']","['baja blast', 'starry', 'diet pepsi', 'mug root beer']"
805,DISCOUNT-10%,15 sec YouTube ad,True,"['chalupa supreme', 'cheesy bean and rice burrito']","['baja blast', 'pepsi']"
1204,DISCOUNT-10%,Instagram photo ad,False,"['spicy potato soft taco', 'soft taco']","['starry', 'baja blast']"
6482,DISCOUNT-10%,Instagram photo ad,False,['crunchy taco'],['diet pepsi']
8742,DISCOUNT-5%,15 sec YouTube ad,False,"['cheesy gordita crunch', 'crunchy taco', 'beefy 5 layer burrito']","['iced tea', 'starry', 'diet pepsi']"
1084,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,False,"['crunchwrap supreme', 'steak garlic nacho fries']","['pepsi', 'gatorade']"
7612,BOGO - Garlic Steak Nacho Fries,30 sec Hulu commercial,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'crunchy taco']","['baja blast', 'baja blast', 'mountain dew']"
5049,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Static Facebook ad,False,['chalupa supreme'],['mountain dew']
3712,BOGO - Baja Blast,Instagram photo ad,True,"['beefy 5 layer burrito', 'mexican pizza', 'steak garlic nacho fries']","['baja blast', 'baja blast', 'diet pepsi']"
2432,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'steak garlic nacho fries']","['pepsi', 'baja blast', 'baja blast']"
6477,DISCOUNT-20%,Instagram photo ad,True,"['cheesy gordita crunch', 'spicy potato soft taco']","['starry', 'baja blast']"
1914,DISCOUNT-5%,15 sec YouTube ad,False,"['cheesy bean and rice burrito', 'chalupa supreme']","['starry', 'iced tea']"
8976,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'cheesy gordita crunch', 'chalupa supreme', 'soft taco', 'beefy 5 layer burrito', 'cheesy bean and rice burrito', 'cheesy gordita crunch', 'cravings box', 'nachos bellgrande']","['starry', 'brisk', 'gatorade', 'mug root beer', 'pepsi']"
3378,REWARD - Free Baja Blast with purchase of $20 or more,Instagram photo ad,False,"['steak garlic nacho fries', 'steak garlic nacho fries', 'crunchwrap supreme', 'cheesy gordita crunch', 'chalupa supreme', 'mexican pizza']","['mug root beer', 'baja blast', 'iced tea', 'pepsi', 'gatorade', 'iced tea']"
2531,DISCOUNT-5%,15 sec YouTube ad,False,"['soft taco', 'steak garlic nacho fries']","['iced tea', 'brisk']"
85,DISCOUNT-50%,30 sec Hulu commercial,True,"['cheesy gordita crunch', 'crunchy taco', 'cinnamon twists', 'cheesy bean and rice burrito']","['gatorade', 'baja blast', 'gatorade', 'iced tea']"
2216,DISCOUNT-50%,30 sec Hulu commercial,True,['crunchwrap supreme'],['diet pepsi']
1336,DISCOUNT-10%,15 sec YouTube ad,True,"['spicy potato soft taco', 'cravings box', 'cinnamon twists', 'mexican pizza']","['mug root beer', 'brisk', 'baja blast', 'pepsi']"
1729,DISCOUNT-50%,30 sec cable TV ad,True,"['nachos bellgrande', 'chalupa supreme', 'crunchwrap supreme', 'cinnamon twists']","['mountain dew', 'gatorade', 'diet pepsi', 'mug root beer']"
9868,BOGO - Baja Blast,Static Facebook ad,False,['mexican pizza'],['mountain dew']
9960,REWARD - Free Baja Blast with purchase of $20 or more,15 sec YouTube ad,True,"['mexican pizza', 'mexican pizza', 'chicken quesadilla', 'beefy 5 layer burrito', 'crunchwrap supreme', 'soft taco', 'cravings box', 'spicy potato soft taco']","['baja blast', 'iced tea', 'gatorade']"
4891,DISCOUNT-50%,30 sec Hulu commercial,True,"['spicy potato soft taco', 'cheesy bean and rice burrito', 'spicy potato soft taco', 'crunchy taco']","['baja blast', 'pepsi', 'baja blast', 'mountain dew']"
9457,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,Instagram photo ad,False,"['mexican pizza', 'chalupa supreme', 'spicy potato soft taco', 'soft taco', 'cheesy bean and rice burrito']","['gatorade', 'mountain dew', 'diet pepsi', 'mountain dew', 'brisk']"
9365,BOGO - Baja Blast,15 sec YouTube ad,False,"['nachos bellgrande', 'nachos bellgrande']","['iced tea', 'mountain dew']"
9020,REWARD - Free Garlic Steak Nacho Fries with purchase of $20 or more,15 sec YouTube ad,True,"['steak garlic nacho fries', 'chalupa supreme', 'chicken quesadilla', 'nachos bellgrande', 'chicken quesadilla', 'chicken quesadilla', 'spicy potato soft taco', 'nachos bellgrande', 'cravings box']","['mug root beer', 'baja blast', 'mountain dew', 'iced tea']"
630,DISCOUNT-5%,30 sec Hulu commercial,False,"['soft taco', 'cravings box', 'steak garlic nacho fries', 'soft taco']","['brisk', 'brisk', 'mountain dew', 'starry']"
8126,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries', 'chalupa supreme']","['diet pepsi', 'diet pepsi', 'iced tea']"
1373,DISCOUNT-5%,Instagram photo ad,False,"['cheesy gordita crunch', 'steak garlic nacho fries', 'chicken quesadilla']","['starry', 'brisk', 'diet pepsi']"
671,DISCOUNT-20%,Instagram photo ad,True,"['crunchy taco', 'crunchy taco']","['baja blast', 'mountain dew']"
9331,BOGO - Baja Blast,30 sec Hulu commercial,True,"['cheesy bean and rice burrito', 'steak garlic nacho fries', 'nachos bellgrande', 'soft taco']","['baja blast', 'baja blast', 'pepsi', 'baja blast']"
3246,BOGO - Baja Blast,30 sec cable TV ad,True,"['cinnamon twists', 'soft taco', 'beefy 5 layer burrito', 'soft taco', 'spicy potato soft taco', 'chicken quesadilla']","['baja blast', 'baja blast', 'baja blast', 'starry', 'mug root beer', 'starry']"
9705,BOGO - Garlic Steak Nacho Fries,15 sec YouTube ad,False,"['mexican pizza', 'cheesy bean and rice burrito']","['baja blast', 'starry']"
6182,DISCOUNT-20%,15 sec YouTube ad,True,"['cheesy bean and rice burrito', 'cheesy gordita crunch', 'spicy potato soft taco']","['pepsi', 'pepsi', 'mountain dew']"
1081,BOGO - Baja Blast,15 sec YouTube ad,True,"['cheesy gordita crunch', 'beefy 5 layer burrito', 'soft taco']","['baja blast', 'baja blast', 'gatorade']"
4717,BOGO - Garlic Steak Nacho Fries,Instagram photo ad,True,"['steak garlic nacho fries', 'steak garlic nacho fries']","['baja blast', 'mountain dew']"
3306,DISCOUNT-5%,30 sec Hulu commercial,False,"['beefy 5 layer burrito', 'cravings box', 'nachos bellgrande', 'steak garlic nacho fries']","['iced tea', 'starry', 'gatorade', 'pepsi']"
6835,DISCOUNT-5%,15 sec YouTube ad,True,['steak garlic nacho fries'],['mug root beer']
318,BOGO - Baja Blast,15 sec TikTok ad,False,['crunchy taco'],['brisk']
3955,BOGO - Baja Blast,Instagram photo ad,True,"['cinnamon twists', 'spicy potato soft taco', 'crunchwrap supreme', 'spicy potato soft taco']","['baja blast', 'baja blast', 'mountain dew', 'baja blast']"
9606,DISCOUNT-5%,15 sec YouTube ad,True,"['cheesy bean and rice burrito', 'cravings box']","['brisk', 'gatorade']"
