customer_id,state,sex,age,occupation,family_size,income
1538,UT,F,48.0,Education,2,71519
7083,NC,M,51.0,Government,2,112736
2918,CA,F,25.0,Government,0,64610
3408,FL,F,60.0,Government,1,154034
5438,OK,M,27.0,Government,3,64817
9368,IN,M,49.0,Retail,3,52302
7038,MD,F,36.0,Education,2,56665
7017,OK,F,20.0,Retail,0,33939
5456,FL,M,65.0,Retired,3,0
1227,UT,M,38.0,Healthcare,0,111178
7925,CA,F,27.0,Food Service,2,31621
472,FL,F,64.0,Other,4,113104
3007,MI,F,33.0,Healthcare,0,95894
6887,FL,M,61.0,Government,4,151667
3698,PA,M,29.0,IT,2,92964
69,VA,F,50.0,Other,3,75149
5859,CO,M,43.0,Retail,3,40989
4172,NH,F,27.0,Other,1,51390
7275,FL,M,68.0,Retired,7,0
3675,FL,M,56.0,Retail,0,49277
3414,NE,M,50.0,Unemployed,1,0
297,AZ,M,31.0,Unemployed,1,0
6817,FL,F,58.0,Government,3,125651
6420,CA,M,27.0,Education,0,51544
7972,FL,M,62.0,Government,4,152602
5167,RI,M,31.0,Healthcare,0,94093
7872,NY,F,43.0,Retail,1,47566
5801,OH,M,22.0,Student,2,16390
8673,NY,M,36.0,Retail,1,42815
4300,AL,M,43.0,Retail,3,42191
1357,TX,M,22.0,IT,0,73816
2709,DE,M,20.0,Student,2,15067
8397,CA,M,30.0,Government,1,60514
2314,DE,M,46.0,Other,4,67062
962,NV,F,37.0,Government,3,73775
2261,OK,F,32.0,Government,2,76266
1695,TX,F,30.0,Other,0,50924
2246,CO,M,48.0,Other,2,76577
5374,CA,M,33.0,Healthcare,4,92601
9087,TX,M,26.0,Retail,1,32992
5695,IN,F,47.0,Retail,0,49431
9124,KS,M,51.0,Food Service,1,47221
6775,ND,F,41.0,Other,1,69639
2050,CA,F,18.0,Other,3,43693
923,OH,M,40.0,Government,3,93770
4479,CA,M,28.0,Food Service,2,32988
9724,FL,F,62.0,Government,6,137035
1500,WY,M,43.0,Government,0,97038
8905,AL,M,53.0,Other,1,75554
2876,NJ,M,34.0,Food Service,1,34875
2434,DE,M,34.0,Food Service,1,30495
7360,CA,F,31.0,Healthcare,3,90025
3200,NC,F,23.0,Retail,0,31257
8609,TX,M,26.0,Government,1,56388
1396,MI,M,33.0,Food Service,3,31051
5094,NC,M,48.0,Other,0,68594
7117,NC,F,57.0,Education,3,97256
169,MA,F,44.0,Food Service,2,36064
4638,SD,M,47.0,Retail,0,48464
1444,OH,F,40.0,IT,3,143050
7337,FL,F,57.0,Government,1,132551
7777,TX,F,31.0,Government,3,67054
1057,MS,F,36.0,Healthcare,4,98589
9529,NE,F,42.0,Other,2,66812
2354,FL,F,57.0,Government,1,126699
8884,CA,F,27.0,Retail,0,32150
5629,NH,M,51.0,Healthcare,1,175311
2073,FL,F,69.0,Retired,3,0
4988,KS,F,22.0,Government,0,53789
1086,TN,M,46.0,Other,1,78130
4750,WI,F,44.0,Government,4,97146
768,FL,F,69.0,Retired,5,0
5819,TX,F,30.0,Healthcare,5,83464
3029,OH,F,31.0,Healthcare,3,84911
229,OK,M,22.0,Education,0,47130
6958,KY,F,44.0,Unemployed,0,0
601,NC,F,28.0,Government,1,66182
7031,SD,F,29.0,Other,0,50241
9219,SD,M,41.0,Government,1,92538
4570,MO,F,41.0,Government,1,94841
9603,CA,F,26.0,Retail,1,33992
1964,MI,M,39.0,Government,1,83673
9594,CA,F,23.0,Unemployed,3,0
3454,MT,M,42.0,IT,1,175010
1183,SC,F,36.0,Food Service,4,31251
9708,IN,F,48.0,Healthcare,1,173642
6337,DE,F,25.0,Retail,2,31503
1640,VT,F,61.0,Retail,7,58666
1967,MO,F,67.0,Retired,3,0
7811,LA,M,45.0,Retail,3,48464
3727,AK,M,42.0,Government,1,90965
7190,NM,M,45.0,Healthcare,2,142092
7940,AR,M,40.0,Unemployed,3,0
6738,MD,F,36.0,Retail,1,39191
8256,WY,F,46.0,Other,2,72376
5288,AR,M,50.0,IT,3,215773
7344,MI,M,51.0,Government,3,119889
9783,PA,M,45.0,Government,4,102210
2829,IL,M,22.0,Other,1,46237
8830,GA,M,65.0,Retired,5,0
6928,PA,F,46.0,Food Service,2,38816
16,MT,M,52.0,Education,2,85171
4541,KY,F,40.0,Healthcare,0,120009
1522,OH,M,32.0,Retail,3,35172
5747,PA,F,28.0,Other,2,55558
4175,OH,F,44.0,Retail,5,42892
5245,MI,M,50.0,Food Service,1,41187
538,TX,M,31.0,IT,1,113534
6597,WA,F,38.0,IT,1,133140
2624,TX,F,24.0,Unemployed,1,0
1765,AR,F,43.0,IT,1,184332
7187,OH,F,41.0,Food Service,4,38385
3510,CA,F,24.0,Food Service,1,29169
3686,OH,M,29.0,Healthcare,1,80492
450,ME,M,47.0,Government,2,96792
9007,OH,M,32.0,Other,2,56337
5963,UT,M,40.0,Retail,1,43901
5071,VA,M,63.0,Retail,1,64305
2667,OH,M,38.0,Food Service,2,32138
5454,TN,M,39.0,Government,1,75574
7422,NY,M,49.0,IT,0,227547
1823,WY,M,37.0,Education,1,63399
375,AK,M,36.0,Retail,2,42687
9285,MI,F,33.0,Food Service,1,33357
6804,IL,F,39.0,Retail,1,40117
4952,IL,F,37.0,Food Service,0,37818
4659,IN,F,22.0,Student,4,14335
715,NC,F,50.0,Retail,1,44670
3130,KS,F,56.0,Retail,1,49378
7988,CA,F,29.0,Retail,2,37132
8525,MN,F,41.0,Government,0,91424
1003,RI,F,27.0,Retail,2,35714
5493,WI,F,51.0,Retail,3,48420
9507,NC,M,28.0,Retail,0,34125
6112,NE,F,43.0,Retail,1,48111
7568,OH,M,46.0,Government,2,106726
2573,AL,M,30.0,Government,2,66901
1811,NH,F,44.0,Government,1,97997
8140,CA,F,28.0,Retail,3,32690
7265,IL,F,39.0,Retail,2,40720
1671,NE,M,28.0,Healthcare,1,87401
1468,OH,F,44.0,Education,4,76075
7718,HI,F,65.0,Retired,4,0
4933,OH,F,34.0,Retail,2,36693
8852,NM,F,29.0,Government,2,70204
6590,GA,F,49.0,Food Service,4,42060
7664,OH,M,49.0,Other,0,70359
5791,TX,F,39.0,Healthcare,1,123731
4824,TX,M,26.0,Healthcare,1,70408
6993,TX,M,31.0,Healthcare,2,83716
7627,NY,M,29.0,Education,1,47202
7621,FL,M,58.0,Government,4,124163
4858,NH,M,47.0,Healthcare,3,150915
9078,IL,F,36.0,Government,4,75815
1982,ID,F,27.0,Healthcare,2,77915
5388,MI,F,42.0,Government,4,90764
4890,NY,M,32.0,Retail,0,39930
2392,GA,F,32.0,Food Service,2,32450
9512,TX,M,33.0,Government,1,72633
8206,FL,F,68.0,Retired,6,0
2855,CA,M,36.0,Retail,3,40418
2099,CA,F,21.0,Student,0,16054
1321,NV,F,37.0,Unemployed,2,0
717,MN,F,37.0,Retail,3,43273
1582,UT,F,22.0,Retail,2,31336
1280,NJ,F,34.0,Retail,5,39787
9350,OH,F,36.0,Retail,4,43138
3274,MI,F,28.0,Retail,6,37049
3741,CA,M,38.0,Other,0,65014
3332,CA,M,30.0,Healthcare,0,82269
9112,OR,F,27.0,Retail,1,35937
1605,LA,F,40.0,Retail,2,45784
2357,AL,M,39.0,Healthcare,1,108002
7351,WI,F,39.0,Government,3,82406
6543,KS,M,24.0,IT,1,78545
5592,SD,F,54.0,Education,7,92728
9425,OH,M,41.0,Government,2,85169
4671,CA,M,28.0,Government,3,64722
2322,NJ,F,37.0,Retail,3,43271
4364,FL,M,68.0,Retired,8,0
822,OH,F,53.0,Retail,1,51437
921,TN,F,42.0,Retail,0,44343
1602,TX,F,22.0,Retail,0,31647
327,DE,F,44.0,Retail,4,47962
2407,OH,F,45.0,Education,2,71260
7955,CT,M,48.0,Healthcare,0,159233
8253,GA,M,26.0,Healthcare,2,68432
2383,IN,F,41.0,Retail,2,42657
2397,AL,F,46.0,Food Service,2,41826
2274,NH,F,37.0,Retail,1,37300
2040,GA,F,57.0,Government,3,121822
8914,KY,F,21.0,Student,0,15531
427,CT,F,48.0,Food Service,1,37458
7063,OK,F,53.0,Retail,3,50868
6079,GA,M,41.0,Food Service,1,37912
4778,CA,F,19.0,Government,1,50259
8236,OH,F,30.0,Government,2,70065
5856,FL,M,67.0,Retired,2,0
7746,LA,F,39.0,Education,1,65385
3892,OH,F,30.0,Other,2,47840
6760,GA,F,26.0,Government,1,56633
4669,FL,M,62.0,Government,3,158228
9024,IL,M,20.0,Unemployed,0,0
9146,DE,M,45.0,Retail,1,47935
6999,NH,F,45.0,Food Service,1,39254
7092,VT,M,53.0,Unemployed,1,0
1677,GA,F,56.0,Food Service,4,45411
7731,TX,M,24.0,Retail,2,31929
2659,WV,F,45.0,Retail,1,46994
8635,CA,F,33.0,Healthcare,0,94081
7809,TX,M,33.0,Retail,2,33977
9246,TX,F,26.0,Retail,1,36383
2358,TX,F,25.0,Other,0,48059
7259,NV,F,39.0,Retail,2,44726
9739,IN,M,20.0,Student,0,15920
9684,ND,F,36.0,Healthcare,2,115667
8451,CA,M,18.0,Student,0,14015
1479,MN,M,52.0,Government,2,118648
5820,NC,F,22.0,Student,0,14640
4631,AL,F,37.0,Government,0,72741
1690,MO,M,33.0,Food Service,1,35889
9481,NC,F,39.0,Retail,3,39052
73,NH,F,34.0,Healthcare,1,97493
5503,ND,M,40.0,Retail,2,45477
1719,MI,F,28.0,Education,2,50842
18,TX,M,28.0,Retail,2,36198
7905,VA,F,37.0,Food Service,3,34622
5556,CA,F,33.0,Retail,2,41344
3866,CA,M,25.0,Education,0,43686
4491,ME,M,19.0,Retail,4,29410
2879,NC,M,28.0,Education,0,48281
5733,IL,F,52.0,Government,3,117084
9762,NV,M,47.0,Food Service,0,43567
9903,NC,F,61.0,Education,4,93601
6144,TX,M,25.0,Retail,1,32621
3348,MI,M,47.0,Retail,3,50876
6030,WV,F,32.0,Government,0,72422
8250,SC,M,33.0,Other,1,53764
870,MN,M,30.0,Government,2,70063
9478,ND,M,47.0,Government,1,92309
9475,IA,M,43.0,Education,0,71041
9986,NM,M,25.0,IT,0,89737
8861,WA,F,50.0,Retail,2,48809
5015,WA,F,39.0,Government,0,86552
4691,MO,F,44.0,Healthcare,1,149457
2514,MI,M,49.0,Retail,3,43832
8111,OK,F,24.0,Retail,0,33781
4141,OH,F,27.0,Retail,2,32444
4138,SC,F,40.0,Government,1,83017
7561,TN,F,33.0,Retail,1,34250
1046,NY,M,38.0,Food Service,1,38698
441,OK,M,46.0,Government,1,92824
7803,NC,M,41.0,Government,2,95319
5959,MO,F,27.0,Retail,1,32377
1275,MI,F,39.0,Unemployed,1,0
3587,CA,F,22.0,Government,0,58928
5255,NC,M,37.0,Food Service,2,35726
257,TX,F,19.0,Government,0,51152
2696,IN,M,35.0,Other,1,59931
4764,ME,M,37.0,Government,1,81785
4918,GA,M,31.0,Retail,1,38129
100,OK,F,51.0,Other,0,87527
8804,NY,M,38.0,Government,1,89362
5660,CA,M,24.0,Student,2,16204
5901,FL,F,62.0,Retail,8,62208
4577,AR,F,39.0,Healthcare,1,120920
6536,TX,M,25.0,Retail,0,34796
7656,MT,F,38.0,Education,5,62985
9889,WA,M,32.0,Retail,1,37465
5802,NY,F,54.0,IT,1,250000
3953,HI,M,32.0,Healthcare,1,97209
6090,OH,F,56.0,Healthcare,2,207664
6739,KY,F,46.0,Government,2,97974
9799,IN,F,50.0,Government,0,105566
1170,RI,M,40.0,Education,1,63771
4163,CA,M,30.0,Education,4,57619
9848,IN,M,50.0,Government,1,102636
8097,CA,M,29.0,Retail,4,35111
6905,AZ,M,35.0,Healthcare,3,104502
1397,TX,M,18.0,Education,0,40977
2379,VA,M,30.0,Government,0,68381
286,MA,F,42.0,Education,4,68931
9353,WV,F,41.0,Retail,2,41963
4604,CA,M,26.0,Retail,2,35882
7788,OH,F,24.0,Student,4,16000
6314,IL,F,35.0,Education,3,60285
4045,MI,M,35.0,Retail,0,39528
2647,TX,M,27.0,Healthcare,0,80935
1085,NC,F,63.0,Government,8,157052
2320,WA,M,50.0,IT,1,225092
5933,TN,F,23.0,Student,2,16075
7608,MT,F,47.0,Retail,6,45631
1094,TX,M,24.0,Other,2,51388
108,NC,F,27.0,Retail,1,36417
7004,VA,F,21.0,Government,2,60362
1735,MO,M,36.0,Retail,2,40524
278,VT,M,50.0,Retail,1,49984
486,TX,M,33.0,Government,1,70882
1301,CT,M,30.0,Unemployed,1,0
7233,UT,F,44.0,IT,2,176210
7468,ME,F,43.0,Healthcare,2,130004
8266,CA,M,34.0,Retail,3,35618
3736,WA,F,28.0,Education,1,51666
6130,MA,F,43.0,Government,6,99883
7628,MI,M,30.0,Retail,1,36907
5045,WI,F,37.0,Healthcare,1,112833
2862,ME,F,50.0,Retail,1,48495
4803,MS,M,36.0,Unemployed,0,0
8338,MA,F,33.0,Government,0,66020
5383,MO,M,39.0,Education,2,60443
8414,FL,M,70.0,Retired,4,0
7917,WA,F,40.0,Other,2,67733
9099,CA,M,28.0,Government,1,63086
3614,VA,M,47.0,Education,4,66503
9817,AL,F,43.0,Healthcare,2,123907
5701,MI,M,41.0,Food Service,1,35125
5829,CA,F,28.0,Retail,1,32071
3895,CA,M,26.0,Food Service,3,28093
901,IL,M,54.0,Government,2,118922
8472,MI,M,28.0,Retail,2,31796
6968,FL,F,63.0,Government,3,157580
3966,SC,M,46.0,Government,2,105161
2146,KS,M,46.0,Retail,2,44502
9373,AZ,F,50.0,Retail,2,52032
533,WI,F,37.0,Retail,3,43439
453,WV,M,24.0,Retail,0,31017
4766,FL,M,62.0,Food Service,4,46385
2540,CA,M,23.0,Education,0,48554
6859,MA,M,45.0,Education,1,70994
1008,AK,F,39.0,Retail,1,41065
6224,CA,M,30.0,Education,4,50028
5124,CT,M,33.0,Food Service,1,30957
8960,MO,M,20.0,Retail,1,32207
4945,CA,M,25.0,Retail,0,32905
9988,MI,M,48.0,Other,3,78439
4716,FL,M,67.0,Retired,3,0
8956,GA,F,30.0,Government,4,69420
2010,MO,F,52.0,Healthcare,2,176614
7540,TX,F,33.0,Government,1,66553
4710,CA,F,30.0,Other,5,55196
2508,GA,F,42.0,Healthcare,5,117540
2307,TX,M,30.0,Education,2,52723
1258,GA,F,54.0,Retail,1,56032
1159,CA,M,21.0,Other,2,46783
6722,NC,F,47.0,Healthcare,0,140443
7576,MS,F,32.0,IT,3,105373
2378,NE,F,27.0,Healthcare,0,74218
6137,MN,F,53.0,Healthcare,2,202267
2444,ND,M,30.0,Retail,2,36601
4315,AR,M,51.0,Government,2,121105
2346,ID,F,42.0,Food Service,5,38193
2663,TX,F,28.0,Unemployed,3,0
5874,SC,F,45.0,Government,0,99225
7983,WI,M,31.0,Government,2,74909
5533,NV,M,36.0,Government,4,72154
7735,SD,F,27.0,Government,0,63243
6848,ME,F,36.0,Healthcare,0,103976
1760,FL,M,62.0,Healthcare,5,281699
9840,CA,F,29.0,Retail,4,37203
227,IL,F,34.0,Food Service,4,36077
7799,TX,M,28.0,Healthcare,3,81918
6215,CA,F,33.0,Food Service,1,31822
6525,MA,F,46.0,Food Service,1,38523
1682,NH,M,43.0,Other,0,67681
820,CA,F,21.0,Student,2,15694
8393,OH,M,33.0,Food Service,0,35391
1082,KS,M,25.0,IT,1,85866
6368,OH,F,45.0,Retail,0,47551
254,NY,M,44.0,Retail,2,46567
4372,RI,M,42.0,Retail,2,41378
9092,WA,M,46.0,Food Service,2,43264
3452,DE,F,41.0,Retail,2,42473
1283,GA,M,44.0,Government,3,89759
6602,DE,M,34.0,Government,2,78139
4714,CA,F,27.0,Education,1,46027
4476,MO,M,25.0,Retail,0,30158
694,TX,F,28.0,Retail,1,32796
9296,CA,M,26.0,IT,1,90994
6860,NV,M,21.0,IT,1,71962
8667,MD,F,47.0,Government,1,104506
8313,CO,M,28.0,Retail,2,31674
8703,IN,F,48.0,Retail,0,46073
9445,NY,F,61.0,Government,3,138122
7603,MT,M,46.0,Food Service,4,40477
4382,SD,M,46.0,Government,1,100586
1484,ND,F,35.0,Government,2,80739
1836,NC,F,64.0,Government,3,168395
9826,CA,M,26.0,Healthcare,0,75100
5145,PA,F,18.0,Food Service,0,27854
8281,NV,M,35.0,Retail,3,39052
935,FL,M,64.0,Healthcare,4,270260
7709,HI,F,25.0,Healthcare,1,69373
4235,GA,M,38.0,Government,4,75813
2886,TX,M,37.0,Retail,5,42960
2736,WV,F,56.0,Retail,3,53180
4748,OH,F,39.0,Retail,1,40141
2943,AR,F,38.0,Government,2,80160
7585,FL,F,61.0,Education,2,98946
6935,KS,F,29.0,Retail,1,38486
9393,FL,M,60.0,Government,1,136746
7498,GA,M,40.0,Other,1,69755
2748,NY,M,35.0,Government,2,75089
5082,WA,M,54.0,Education,4,87683
1289,NJ,F,45.0,IT,0,181266
8990,WI,F,42.0,Government,4,90684
2270,WA,M,39.0,Government,2,82184
8198,AR,F,51.0,Government,1,117763
5895,GA,M,39.0,Education,3,60569
546,NV,M,20.0,Retail,0,33083
5768,IL,M,34.0,Food Service,3,33300
2410,MS,F,49.0,Government,2,104395
7293,PA,M,38.0,Government,2,86074
5096,OH,M,47.0,Unemployed,2,0
807,NJ,M,39.0,Education,3,64062
1111,AK,M,47.0,Healthcare,0,147483
5542,RI,M,43.0,Education,1,62017
7099,HI,F,47.0,Government,2,102862
8638,WI,M,31.0,Retail,1,38443
945,OH,F,43.0,Healthcare,1,132875
2853,MI,F,40.0,Retail,2,37767
476,CA,F,24.0,Healthcare,1,63444
7161,WA,F,52.0,Healthcare,3,199774
688,ID,F,48.0,Government,0,104242
540,IL,F,54.0,IT,3,250000
5936,TX,M,27.0,Healthcare,0,83461
5077,MI,F,30.0,Government,1,70848
6440,OR,M,23.0,Retail,1,29336
9698,NC,F,45.0,Other,2,67669
8551,CA,F,24.0,Government,0,52991
5845,OH,M,34.0,Healthcare,1,94756
3999,OR,F,42.0,Education,2,61122
9746,TX,M,33.0,Unemployed,1,0
5815,WI,F,31.0,Retail,1,35617
777,MT,F,25.0,Retail,1,35231
8189,TX,M,28.0,Healthcare,0,86571
8364,IA,M,30.0,Retail,1,37931
3712,MO,F,36.0,Retail,2,37735
2606,OH,M,50.0,Food Service,0,45598
488,AK,F,38.0,Retail,1,38539
9253,IL,M,52.0,Healthcare,2,184855
7768,MI,M,32.0,Education,2,51937
2272,CA,F,21.0,Government,1,55105
1224,CA,M,33.0,Retail,1,34994
5451,IL,F,37.0,Food Service,7,36192
1962,NC,M,39.0,Retail,2,39559
7668,IN,F,41.0,Retail,3,44660
7482,FL,M,64.0,Healthcare,3,279641
3617,OK,F,42.0,Other,1,62402
4492,CA,F,24.0,Student,3,16153
2950,VA,M,32.0,Education,0,55899
3342,OH,F,40.0,Government,2,88279
9609,AL,F,36.0,Unemployed,2,0
98,CA,M,26.0,Food Service,3,32014
1893,MI,M,46.0,Healthcare,0,136525
4711,LA,F,42.0,Healthcare,2,123908
3112,CA,F,31.0,Government,2,67965
7105,OH,F,51.0,Unemployed,2,0
4590,NC,M,41.0,Food Service,1,40251
7454,TN,F,49.0,Healthcare,2,170616
5574,VT,F,27.0,Government,2,56215
1716,CA,F,37.0,Food Service,2,33124
1566,NJ,F,54.0,IT,2,250000
6506,WY,F,44.0,Retail,5,47653
4678,CA,F,28.0,Food Service,2,29049
40,CA,M,19.0,Other,1,48008
3538,MI,M,40.0,Other,3,66107
7316,CO,M,29.0,Government,3,65331
5187,OH,F,40.0,Retail,1,45699
9194,FL,M,57.0,Food Service,1,49808
5161,TX,F,25.0,Food Service,1,28916
9591,SD,F,43.0,Retail,4,39470
9970,CO,F,56.0,Unemployed,3,0
2572,TX,F,22.0,Other,0,47838
4700,CA,F,32.0,IT,5,113472
4063,KY,F,36.0,Food Service,0,33232
4653,FL,F,59.0,Government,3,132133
5348,KY,F,41.0,Government,1,84835
4071,VT,F,49.0,Food Service,1,45349
1989,IL,M,49.0,Retail,1,51681
3509,IL,F,36.0,Healthcare,1,106206
6888,MI,M,53.0,Government,1,124549
8965,MN,M,53.0,Retail,2,55365
8196,VT,F,32.0,Unemployed,3,0
6766,NY,M,44.0,Food Service,3,38390
643,NE,M,43.0,Retail,1,44694
31,NC,M,53.0,Government,1,113628
5703,CA,M,31.0,Government,2,75365
9913,TN,F,43.0,IT,3,164345
5111,TX,M,22.0,Student,1,15798
7984,NC,M,43.0,Food Service,2,34595
6303,CA,M,33.0,Retail,2,38536
8524,CA,M,29.0,Healthcare,3,90424
3763,TX,F,23.0,Healthcare,1,65476
609,TX,M,26.0,Retail,1,36546
3527,NC,M,39.0,Government,3,78341
8916,OH,F,57.0,Other,2,93242
4487,CO,M,33.0,Education,0,50380
9075,CA,F,25.0,Government,1,60423
2427,CA,M,32.0,IT,4,104189
403,WA,M,54.0,Education,2,80016
2638,CA,F,30.0,Retail,1,38251
4197,MO,F,45.0,Government,1,93652
630,HI,F,55.0,Government,3,116180
6578,NM,F,32.0,Retail,2,38185
9969,SC,F,27.0,Retail,1,37568
4788,TN,M,49.0,Government,2,117299
1985,CA,F,31.0,Government,1,74231
9471,CA,F,29.0,Retail,4,33300
9627,NY,M,26.0,Retail,1,34593
6802,FL,M,61.0,Retail,2,60971
549,CA,M,31.0,Other,2,56469
5762,AL,M,35.0,Education,2,63200
2027,NC,F,44.0,Education,0,76010
3766,IL,F,26.0,Retail,2,36513
8952,MS,F,37.0,Other,1,61806
2490,TX,M,21.0,Government,0,60261
8556,IN,F,22.0,Retail,0,31014
9716,NC,M,28.0,Retail,1,35709
7449,MT,F,37.0,Other,2,60174
7645,IN,F,46.0,Food Service,6,37072
8094,CT,F,49.0,Healthcare,2,151735
489,MT,M,22.0,Student,0,14652
5596,AK,M,44.0,IT,5,192570
7250,CA,M,32.0,Government,2,66513
6998,MT,M,30.0,Retail,4,33276
1349,MD,M,43.0,Retail,3,47813
6809,CT,F,27.0,IT,0,90053
114,CA,F,29.0,Government,1,71748
4019,OH,F,31.0,Education,1,50046
106,CA,M,33.0,Government,0,77155
4990,WY,M,45.0,Retail,2,42290
3652,NC,M,40.0,Government,2,94233
6989,CA,M,24.0,Other,1,43543
3879,SD,M,58.0,Healthcare,4,214521
9742,GA,F,38.0,Retail,2,42958
1467,FL,M,65.0,Retired,2,0
5570,CA,F,30.0,Food Service,3,31618
3863,CT,M,24.0,Retail,2,33761
5172,MI,M,33.0,Food Service,2,32009
8501,AL,M,41.0,Retail,1,39661
5421,CT,M,21.0,Student,0,16203
9973,FL,F,66.0,Retired,2,0
798,GA,M,50.0,Retail,1,47201
1694,PA,M,27.0,Government,1,60083
1175,TX,F,21.0,Retail,2,29789
7369,IN,M,38.0,Healthcare,4,120334
8513,FL,F,65.0,Retired,1,0
2724,PA,F,45.0,Retail,2,47487
5375,CA,M,25.0,Unemployed,1,0
4013,ID,F,32.0,Retail,3,39785
3900,ND,F,45.0,Retail,0,43891
2730,WA,F,32.0,Unemployed,3,0
9064,GA,M,26.0,Healthcare,1,68365
6111,SC,F,50.0,Government,5,119552
9583,WV,M,40.0,Retail,2,42176
8016,AR,M,39.0,IT,2,133351
93,FL,M,61.0,Retail,3,59106
2985,GA,F,40.0,Retail,3,37958
8124,NV,F,54.0,Healthcare,4,211893
8056,FL,M,69.0,Retired,5,0
1580,TX,M,31.0,Retail,1,38151
8566,SD,F,26.0,Retail,4,32412
1662,IN,M,41.0,Food Service,2,34257
2874,FL,M,57.0,Education,3,84145
5987,AK,M,45.0,Government,1,101333
5978,MI,M,37.0,Healthcare,3,101543
4738,SD,F,54.0,Healthcare,3,193741
2584,FL,M,59.0,IT,1,250000
3437,PA,M,45.0,Government,6,103880
4183,MI,F,46.0,IT,2,199888
1052,GA,M,47.0,Retail,5,44588
3560,CA,F,24.0,Student,0,16214
7365,FL,M,70.0,Retired,3,0
5049,WV,M,44.0,Retail,0,45529
7480,CA,F,37.0,Education,3,65387
1168,MD,F,39.0,Education,0,61485
3092,AL,F,45.0,Food Service,0,35694
2800,GA,M,44.0,Healthcare,2,149776
3718,OH,F,44.0,Government,2,90246
8597,NY,F,57.0,Unemployed,2,0
1944,CA,F,28.0,Government,2,64043
5141,MI,M,26.0,Other,1,46579
1076,IN,M,37.0,Retail,1,41360
7792,AK,F,55.0,Food Service,2,42051
7175,IN,M,47.0,Education,1,68889
1472,FL,M,62.0,Government,4,136707
890,TX,M,28.0,Education,4,55734
1264,FL,M,64.0,Healthcare,9,299878
7189,OR,F,42.0,Government,2,97816
5509,PA,F,28.0,Healthcare,0,82112
2880,IN,F,24.0,Student,2,13712
2049,WI,M,47.0,Healthcare,4,145732
2078,MO,F,41.0,Government,3,81716
6125,TX,F,26.0,Government,0,65110
4346,NE,M,37.0,Retail,3,42575
9451,TX,F,27.0,Other,1,49772
274,NY,F,49.0,Food Service,3,41074
6903,MA,M,24.0,IT,1,77921
2141,TX,M,37.0,Education,0,64924
8665,CA,F,24.0,Retail,1,32955
9810,CA,M,22.0,Student,1,15627
8369,NC,M,37.0,Government,1,72692
9262,TX,F,29.0,Other,1,47009
5772,IN,F,45.0,Government,3,91055
3181,FL,M,60.0,IT,4,250000
8030,CA,F,43.0,Government,2,87451
4011,NC,M,46.0,Government,1,97197
2211,VA,F,32.0,Unemployed,3,0
5331,VT,M,36.0,Retail,4,42450
1562,IA,M,52.0,Education,2,73947
443,IL,M,31.0,Healthcare,6,86160
3317,AZ,F,55.0,Education,2,78436
3024,AK,M,50.0,Retail,2,51615
772,KY,M,44.0,Healthcare,4,149635
2685,CA,F,29.0,Food Service,1,32655
5945,NH,F,55.0,Retail,3,54780
22,AR,F,52.0,Healthcare,2,170084
4304,FL,M,67.0,Retired,4,0
2386,MI,F,21.0,Student,0,14849
5398,FL,F,65.0,Retired,2,0
2705,AL,F,31.0,Retail,1,38715
7297,HI,M,48.0,Government,4,105001
4536,CA,M,30.0,Government,1,63097
7999,TX,F,38.0,Retail,2,41648
4800,MN,M,34.0,Government,3,72633
4250,NC,M,37.0,Other,0,58089
5521,FL,F,67.0,Retired,4,0
8850,NY,M,28.0,IT,1,103078
3168,TX,M,26.0,Government,0,65199
7354,IN,M,30.0,Education,5,55644
8591,WI,M,37.0,Retail,2,42636
2219,WY,F,36.0,Retail,1,37109
3372,PA,F,56.0,Retail,3,57764
2704,PA,F,24.0,Retail,1,36241
6811,TX,F,31.0,Retail,3,36372
9625,IN,F,37.0,Government,5,74495
4028,NV,M,37.0,Education,1,66313
3469,AZ,F,46.0,Retail,3,50046
1669,NC,F,27.0,Food Service,0,28453
4984,WI,M,41.0,Food Service,2,34275
3285,FL,F,61.0,Government,5,132817
7928,NE,F,42.0,Healthcare,2,139846
5087,NY,M,51.0,Education,1,81827
5697,CA,F,31.0,Unemployed,3,0
9951,HI,F,37.0,Retail,1,39407
5892,MI,M,38.0,Healthcare,2,123832
2124,NJ,F,36.0,Education,2,58027
5213,IN,F,48.0,Government,0,98606
5095,WY,M,35.0,Government,4,70432
6741,IL,M,30.0,Retail,1,36358
5615,VT,M,39.0,Retail,2,39093
1688,OH,F,53.0,Government,0,129638
8590,NY,F,30.0,Food Service,0,34463
9142,VA,M,29.0,Retail,1,35969
25,CA,F,26.0,Government,1,62402
7414,IA,F,23.0,Healthcare,1,61172
3087,RI,M,47.0,Other,1,69599
2626,CA,M,22.0,Government,2,55216
5033,MA,M,35.0,Healthcare,2,97759
2811,CA,M,31.0,Food Service,3,33149
9038,CA,M,29.0,IT,0,107806
9551,IN,F,29.0,Retail,1,32655
6189,FL,F,66.0,Retired,3,0
7296,OH,F,23.0,Student,2,14801
4854,FL,F,59.0,Government,2,135730
6236,NY,M,55.0,Retail,2,57020
6925,AL,M,45.0,Other,1,73411
874,CA,M,31.0,IT,2,116167
7407,GA,M,42.0,Education,3,62913
7249,MT,F,42.0,Healthcare,2,120979
6160,TX,F,31.0,Retail,1,33350
